source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[developmental stage]	characteristics[disease]	characteristics[hours post infection]	characteristics[compound]	characteristics[biological replicate]	characteristics[animal experiment id]	characteristics[mouse id]	characteristics[sex]	characteristics[excluded]	technology type	assay name	comment[data file]	comment [fractionation method]	comment[fraction identifier]	comment[technical replicate]	characteristics[pooled sample]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[data acquisition]	comment[modification parameters]	factor value[factor]
liver180802-T0T6_HpH_1	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 1	dda/CK_P1909_260.raw	off-line high pH	1	1	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_1
liver180802-T0T6_HpH_2	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 2	dda/CK_P1909_261.raw	off-line high pH	2	1	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_2
liver180802-T0T6_HpH_3	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 3	dda/CK_P1909_262.raw	off-line high pH	3	1	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_3
liver180802-T0T6_HpH_4	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 4	dda/CK_P1909_263.raw	off-line high pH	4	1	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_4
liver180802-T0T6_HpH_5	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 5	dda/CK_P1909_264.raw	off-line high pH	5	1	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_5
liver180802-T0T6_HpH_6	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 6	dda/CK_P1909_265.raw	off-line high pH	6	1	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_6
liver180802-T0T6_HpH_7	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 7	dda/CK_P1909_266.raw	off-line high pH	7	1	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_7
liver180802-T0T6_HpH_8	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 8	dda/CK_P1909_267.raw	off-line high pH	8	1	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_8
liver180802-T12T18_HpH_1	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 9	dda/CK_P1909_269.raw	off-line high pH	1	1	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_1
liver180802-T12T18_HpH_2	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 10	dda/CK_P1909_270.raw	off-line high pH	2	1	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_2
liver180802-T12T18_HpH_3	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 11	dda/CK_P1909_271.raw	off-line high pH	3	1	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_3
liver180802-T12T18_HpH_4	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 12	dda/CK_P1909_272.raw	off-line high pH	4	1	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_4
liver180802-T12T18_HpH_5	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 13	dda/CK_P1909_273.raw	off-line high pH	5	1	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_5
liver180802-T12T18_HpH_6	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 14	dda/CK_P1909_274.raw	off-line high pH	6	1	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_6
liver180802-T12T18_HpH_7	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 15	dda/CK_P1909_275.raw	off-line high pH	7	1	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_7
liver180802-T12T18_HpH_8	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 16	dda/CK_P1909_276.raw	off-line high pH	8	1	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_8
liver180802-T0T6_HpH_1	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 17	dda/CK_P1912_123.raw	off-line high pH	1	2	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_1
liver180802-T0T6_HpH_2	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 18	dda/CK_P1912_124.raw	off-line high pH	2	2	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_2
liver180802-T0T6_HpH_3	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 19	dda/CK_P1912_125.raw	off-line high pH	3	2	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_3
liver180802-T0T6_HpH_4	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 20	dda/CK_P1912_126.raw	off-line high pH	4	2	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_4
liver180802-T0T6_HpH_5	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 21	dda/CK_P1912_127.raw	off-line high pH	5	2	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_5
liver180802-T0T6_HpH_6	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 22	dda/CK_P1912_128.raw	off-line high pH	6	2	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_6
liver180802-T0T6_HpH_7	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 23	dda/CK_P1912_129.raw	off-line high pH	7	2	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_7
liver180802-T0T6_HpH_8	Mus musculus	Liver	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 24	dda/CK_P1912_130.raw	off-line high pH	8	2	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T0T6_HpH_8
liver180802-T12T18_HpH_1	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 25	dda/CK_P1912_132.raw	off-line high pH	1	2	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_1
liver180802-T12T18_HpH_2	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 26	dda/CK_P1912_133.raw	off-line high pH	2	2	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_2
liver180802-T12T18_HpH_3	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 27	dda/CK_P2001_183.raw	off-line high pH	3	2	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_3
liver180802-T12T18_HpH_4	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 28	dda/CK_P2001_184.raw	off-line high pH	4	2	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_4
liver180802-T12T18_HpH_4	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 29	dda/CK_P2001_185.raw	off-line high pH	4	3	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_4
liver180802-T12T18_HpH_4	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 30	dda/CK_P2001_186.raw	off-line high pH	4	4	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_4
liver180802-T12T18_HpH_5	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 31	dda/CK_P2001_188.raw	off-line high pH	5	2	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_5
liver180802-T12T18_HpH_6	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 32	dda/CK_P2001_189.raw	off-line high pH	6	2	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_6
liver180802-T12T18_HpH_7	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 33	dda/CK_P2001_190.raw	off-line high pH	7	2	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_7
liver180802-T12T18_HpH_8	Mus musculus	Liver	not available	not available	sepsis	"12h, 18h"	None	1	180805	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	F	0	proteomic profiling by mass spectrometer	run 34	dda/CK_P2001_191.raw	off-line high pH	8	2	"180805_13, 180805_14, 180805_15, 180805_16, 180805_17, 180805_18, 180805_19, 180805_20, 180805_21, 180805_22, 180805_23, 180805_24"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	liver180802-T12T18_HpH_8
lung180802-T0T6_HpH_1	Mus musculus	Lungs	not available	not available	"naive, sepsis"	"0h, 6h"	None	1	180805	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	F	0	proteomic profiling by mass spectrometer	run 35	dda/CK_P1909_298.raw	off-line high pH	1	1	"180805_1, 180805_2, 180805_3, 180805_4, 180805_5, 180805_7, 180805_8, 180805_9, 180805_10, 180805_11, 180805_12"	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	AC=MS:1002877;NT= Q Exactive HF-X	AC=PRIDE:0000429;NT= Shotgun proteomics	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	lung180802-T0T6_HpH_1
