source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	assay name	comment[fraction identifier]	comment[label]	comment[label]	comment[data file]	comment[associated file uri]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[label]	factor value[temperature]	factor value[growth rate]	factor value[overproduction]	factor value[overproduction]	factor value[induced by]	sampleChecksum	sampleAccession
PXD006195-super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_40_1_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13371.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13371.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable	f9d622e34dd66b25ea958920be518c636c9952962eecb18a1bf09fdcb523c278	SAMEA7715738
PXD006195-LV_40_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_40_2	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13373.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13373.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	not applicable	not applicable	not applicable	b2e33e1d198c44cf0436c8f39f7285fef78f270fcb0809636423dab44ba69fd7	SAMEA7715757
PXD006195-super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_40_2_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13373.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13373.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable	f9d622e34dd66b25ea958920be518c636c9952962eecb18a1bf09fdcb523c278	SAMEA7715738
PXD006195-LV_40_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_40_3	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13375.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13375.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	not applicable	not applicable	not applicable	12199c7ceb1ecaa3663a621c38edaa015a2590415843d9d0730f1c4dbecbb5df	SAMEA7715758
PXD006195-super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	LV_40_3_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13375.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13375.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable	f9d622e34dd66b25ea958920be518c636c9952962eecb18a1bf09fdcb523c278	SAMEA7715738
PXD006195-FtsH_30_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_30_1	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13379.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13379.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	His6-MBP-FtsH	His6-MBP	0.05 mM Isopropyl ?-D-1-Thiogalctopyranoside	df23d66623a913ef41a46f0434f570e233033af0425b6a7aec65bd1db9b1e9d4	SAMEA7715759
PXD006195-super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_30_1_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13379.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13379.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable	191e0ec3a2c156405d6aea1cd9f68aca0af6b3b1a69c40692b51a5704d4a868b	SAMEA7715730
PXD006195-FtsH_30_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_30_2	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13381.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13381.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	His6-MBP-FtsH	His6-MBP	0.05 mM Isopropyl ?-D-1-Thiogalctopyranoside	a2361f0c03fc4610edbed3807ac4c8efb70e5252a2b61981ac0cf7e5d231e95c	SAMEA7715760
PXD006195-super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_30_2_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13381.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13381.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable	191e0ec3a2c156405d6aea1cd9f68aca0af6b3b1a69c40692b51a5704d4a868b	SAMEA7715730
PXD006195-FtsH_30_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_30_3	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13383.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13383.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	30	slow	His6-MBP-FtsH	His6-MBP	0.05 mM Isopropyl ?-D-1-Thiogalctopyranoside	f5b407cd56509c317dee200a2cfe48c62608cfbdf11585f5892b284422394364	SAMEA7715761
PXD006195-super_silac_30	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_30_3_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13383.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13383.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	30	slow	not applicable	not applicable	not applicable	191e0ec3a2c156405d6aea1cd9f68aca0af6b3b1a69c40692b51a5704d4a868b	SAMEA7715730
PXD006195-FtsH_37_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_37_1	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13385.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13385.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	His6-MBP-FtsH	His6-MBP	0.05 mM Isopropyl ?-D-1-Thiogalctopyranoside	34c5111f1e9dfd3ca659b12e38757c73d96b36f04d56a660ba6565c97d44c012	SAMEA7715762
PXD006195-super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_37_1_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13385.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13385.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable	cd45c1fe07aff9b2a37764276dcaa904ee06d80fc41329a60825ccc087f5dea9	SAMEA7715734
PXD006195-FtsH_37_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_37_2	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13387.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13387.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	His6-MBP-FtsH	His6-MBP	0.05 mM Isopropyl ?-D-1-Thiogalctopyranoside	f7c8935b882ad47db11831aa3bd44e02dcbd87c61954d4547e4ad12f3f6f411a	SAMEA7715763
PXD006195-super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_37_2_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13387.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13387.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable	cd45c1fe07aff9b2a37764276dcaa904ee06d80fc41329a60825ccc087f5dea9	SAMEA7715734
PXD006195-FtsH_37_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_37_3	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13389.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13389.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	37	medium	His6-MBP-FtsH	His6-MBP	0.05 mM Isopropyl ?-D-1-Thiogalctopyranoside	77be784d4fdd5e0724821fd8d1fbb0b346b41a09584d9c4b177f31f8d14da22d	SAMEA7715764
PXD006195-super_silac_37	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_37_3_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13389.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13389.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	37	medium	not applicable	not applicable	not applicable	cd45c1fe07aff9b2a37764276dcaa904ee06d80fc41329a60825ccc087f5dea9	SAMEA7715734
PXD006195-FtsH_40_1	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_40_1	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13391.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13391.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	His6-MBP-FtsH	His6-MBP	0.05 mM Isopropyl ?-D-1-Thiogalctopyranoside	3d145f3575da04334982b8d444988023d08556f37cf592ea3060613e74844b48	SAMEA7715765
PXD006195-super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_40_1_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13391.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13391.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable	f9d622e34dd66b25ea958920be518c636c9952962eecb18a1bf09fdcb523c278	SAMEA7715738
PXD006195-FtsH_40_2	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_40_2	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13393.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13393.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	His6-MBP-FtsH	His6-MBP	0.05 mM Isopropyl ?-D-1-Thiogalctopyranoside	59ccc161ecba9c888cdbda7f661a59cdecdb0924668b76e2622d19908304e553	SAMEA7715766
PXD006195-super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_40_2_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13393.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13393.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable	f9d622e34dd66b25ea958920be518c636c9952962eecb18a1bf09fdcb523c278	SAMEA7715738
PXD006195-FtsH_40_3	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_40_3	1	AC=PRIDE:0000611;NT=SILAC light R:12C(6)14N(4)	AC=PRIDE:0000613;NT=SILAC light K:12C(6)14N(2)	OEII13395.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13395.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC light	40	fast	His6-MBP-FtsH	His6-MBP	0.05 mM Isopropyl ?-D-1-Thiogalctopyranoside	76de13ced4378c628417aace7373a3a3a8a556dee552309f599ef25ed95b27b1	SAMEA7715767
PXD006195-super_silac_40	Escherichia coli	AC=PATO:0001728;NT=multi-cellular organismal disposition	cell culture	not available	FtsH_40_3_super_silac	1	AC=PRIDE:0000615;NT=SILAC heavy R:13C(6)15N(4)	AC=PRIDE:0000617;NT=SILAC heavy K:13C(6)15N(2)	OEII13395.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD006195/OEII13395.raw	NT=LTQ Orbitrap Elite;AC=MS:1001910	CID	NT=Trypsin/P;AC=MS:1001313	20 ppm	0.5 Da	NT=Oxidation; MT=variable; PP=Anywhere; AC=Unimod:35; TA=M; MM=15.994915	NT=13C6-15N4;TA=R;AC=UNIMOD:267;MT=variable	NT=13C6-15N2;TA=K;AC=UNIMOD:259;MT=variable	SILAC heavy	40	fast	not applicable	not applicable	not applicable	f9d622e34dd66b25ea958920be518c636c9952962eecb18a1bf09fdcb523c278	SAMEA7715738
