pxd,in_pride_cache,experimentTypes_raw,projectTags_raw,experimentTypes_text,projectTags_text,experiment_or_tag_present
PXD041561,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD041775,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD041782,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]","['Cancer (b/d-hpp)', 'Human proteome project']",Shotgun proteomics (PRIDE:0000429),Cancer (b/d-hpp) | Human proteome project,yes
PXD042397,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD042575,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD042914,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD043087,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD043500,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD043535,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD043558,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}]",[],Top-down proteomics (PRIDE:0000427),,yes
PXD043924,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD044188,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD044253,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]","['Antibodies (b/d-hpp)', 'Biology/disease-driven human proteome project (b/d-hpp)', 'Human proteome project']",Shotgun proteomics (PRIDE:0000429),Antibodies (b/d-hpp) | Biology/disease-driven human proteome project (b/d-hpp) | Human proteome project,yes
PXD044254,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]","['Antibodies (b/d-hpp)', 'Biology/disease-driven human proteome project (b/d-hpp)', 'Human proteome project']",Shotgun proteomics (PRIDE:0000429),Antibodies (b/d-hpp) | Biology/disease-driven human proteome project (b/d-hpp) | Human proteome project,yes
PXD044305,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD044743,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD044750,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000430', 'name': 'Chemical cross-linking coupled with mass spectrometry proteomics'}]",[],Chemical cross-linking coupled with mass spectrometry proteomics (PRIDE:0000430),,yes
PXD044760,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD044767,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000430', 'name': 'Chemical cross-linking coupled with mass spectrometry proteomics'}]",[],Chemical cross-linking coupled with mass spectrometry proteomics (PRIDE:0000430),,yes
PXD044788,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD044860,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD045770,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000429', 'name': 'Shotgun proteomics'}]",[],Shotgun proteomics (PRIDE:0000429),,yes
PXD047066,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Data-dependent acquisition (PRIDE:0000627),,yes
PXD047758,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Data-dependent acquisition (PRIDE:0000627),,yes
PXD047910,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]","['Antibodies (b/d-hpp)', 'Glycoproteomics (b/d-hpp)']",Bottom-up proteomics (PRIDE:0000428) | Data-dependent acquisition (PRIDE:0000627),Antibodies (b/d-hpp) | Glycoproteomics (b/d-hpp),yes
PXD048381,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Bottom-up proteomics (PRIDE:0000428) | Data-dependent acquisition (PRIDE:0000627),,yes
PXD048451,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000647', 'name': 'Proteogenomics'}]",[],Proteogenomics (PRIDE:0000647),,yes
PXD048763,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD050085,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Bottom-up proteomics (PRIDE:0000428) | Data-dependent acquisition (PRIDE:0000627),,yes
PXD050244,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD050400,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000649', 'name': 'Immunopeptidomics'}]",[],Immunopeptidomics (PRIDE:0000649),,yes
PXD050745,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000450', 'name': 'Data-independent acquisition'}]",[],Data-independent acquisition (PRIDE:0000450),,yes
PXD051371,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD051954,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD052214,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Data-dependent acquisition (PRIDE:0000627),,yes
PXD052900,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000427', 'name': 'Top-down proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Top-down proteomics (PRIDE:0000427) | Bottom-up proteomics (PRIDE:0000428),,yes
PXD053088,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Data-dependent acquisition (PRIDE:0000627),,yes
PXD053091,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000450', 'name': 'Data-independent acquisition'}]",[],Data-independent acquisition (PRIDE:0000450),,yes
PXD053260,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Data-dependent acquisition (PRIDE:0000627),,yes
PXD053289,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD053353,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000450', 'name': 'Data-independent acquisition'}]",[],Data-independent acquisition (PRIDE:0000450),,yes
PXD053582,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000430', 'name': 'Chemical cross-linking coupled with mass spectrometry proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Chemical cross-linking coupled with mass spectrometry proteomics (PRIDE:0000430) | Bottom-up proteomics (PRIDE:0000428) | Data-dependent acquisition (PRIDE:0000627),,yes
PXD053919,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000433', 'name': 'Affinity purification coupled with mass spectrometry proteomics'}]",[],Affinity purification coupled with mass spectrometry proteomics (PRIDE:0000433),,yes
PXD054249,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD054439,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD055145,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000305', 'name': 'Gel-based experiment'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Gel-based experiment (PRIDE:0000305) | Bottom-up proteomics (PRIDE:0000428),,yes
PXD055157,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD055741,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD055868,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]","['Cancer (b/d-hpp)', 'Biology/disease-driven human proteome project (b/d-hpp)', 'Human proteome project']",Bottom-up proteomics (PRIDE:0000428),Cancer (b/d-hpp) | Biology/disease-driven human proteome project (b/d-hpp) | Human proteome project,yes
PXD055950,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Bottom-up proteomics (PRIDE:0000428) | Data-dependent acquisition (PRIDE:0000627),,yes
PXD056030,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}, {'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Bottom-up proteomics (PRIDE:0000428) | Data-dependent acquisition (PRIDE:0000627),,yes
PXD056039,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000428', 'name': 'Bottom-up proteomics'}]",[],Bottom-up proteomics (PRIDE:0000428),,yes
PXD056191,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Data-dependent acquisition (PRIDE:0000627),,yes
PXD056565,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000635', 'name': 'Affinity proteomics'}]",[],Affinity proteomics (PRIDE:0000635),,yes
PXD056757,yes,"[{'@type': 'CvParam', 'cvLabel': 'PRIDE', 'accession': 'PRIDE:0000627', 'name': 'Data-dependent acquisition'}]",[],Data-dependent acquisition (PRIDE:0000627),,yes
