accession,pubmed_id,pmc_id,raw_file_count,organism,experiment_types,Reannotated,Reannotation_QC
PXD030622,35795219.0,PMC9251008,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD018205,32518324.0,PMC7283339,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD012305,31675375.0,PMC6853375,9,Homo sapiens (human),Gel-based experiment,False,False
PXD038300,39100923.0,PMC11296057,9,Danio rerio (zebrafish) (brachydanio rerio),Shotgun proteomics,False,False
PXD019207,34263177.0,PMC8276873,9,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD012217,30977292.0,PMC7062300,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD015244,31487112.0,PMC7003903,9,Staphylococcus aureus,Shotgun proteomics,False,False
PXD052806,39062514.0,PMC11274813,9,Homo sapiens (human),Data-dependent acquisition,False,False
PXD041524,37463329.0,PMC10408643,9,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD031872,36289199.0,PMC9605988,9,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD004706,28979842.0,PMC5623705,9,Mytilus galloprovincialis (mediterranean mussel),Gel-based experiment,False,False
PXD006889,31947809.0,PMC7019605,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD033751,35717442.0,PMC9206673,9,Mus musculus (mouse),Gel-based experiment,False,False
PXD038780,36792548.0,PMC10756254,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD068495,41515963.0,PMC12785961,9,Levilactobacillus brevis atcc 367,Bottom-up proteomics,False,False
PXD000226,23948706.0,PMC3798678,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD036240,37450577.0,PMC10549198,9,Mus musculus (mouse),Top-down proteomics,False,False
PXD011627,31221719.0,PMC6731076,9,Danio rerio (zebrafish) (brachydanio rerio),Shotgun proteomics,False,False
PXD041995,39179507.0,PMC11530774,9,Arabidopsis thaliana (mouse-ear cress),SRM/MRM,False,False
PXD017126,32245955.0,PMC7125294,9,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD010108,30279523.0,PMC6168554,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD030744,35164374.0,PMC8840128,9,Helianthus tuberosus,Shotgun proteomics,False,False
PXD026640,34730416.0,PMC8567248,9,Pseudomonas pseudoalcaligenes cect 5344,Shotgun proteomics,False,False
PXD061426,41007373.0,PMC12467204,9,Drosophila melanogaster (fruit fly),Bottom-up proteomics,False,False
PXD000704,24741114.0,PMC4083113,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD006909,29789389.0,PMC6003659,9,Mycobacterium tuberculosis; Mus musculus (mouse),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD004457,31361216.0,PMC7376266,9,Desulfovibrio alaskensis g20,Shotgun proteomics,False,False
PXD030163,35162964.0,PMC8835132,9,Bacillus cereus ah187,Shotgun proteomics,False,False
PXD015412,32109059.0,PMC7152998,9,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD017405,34058248.0,PMC8276847,9,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD069453,41349768.0,PMC12796736,9,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD033298,37601921.0,PMC10436370,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD019270,33908345.0,PMC8112863,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD039415,37433004.0,PMC10565596,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD008777,29654183.0,PMC5981079,9,Escherichia coli,Shotgun proteomics,False,False
PXD028620,35804617.0,PMC9264836,9,Bos taurus (bovine),Shotgun proteomics,False,False
PXD048036,39997414.0,PMC11856175,9,Schizophyllum commune,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD048117,39997217.0,PMC11851105,9,Mus musculus (mouse),Data-dependent acquisition,False,False
PXD021511,34060205.0,PMC8339672,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD042658,38093015.0,PMC10781626,9,Toxoplasma gondii rh; Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD063072,40552401.0,PMC12412512,9,Capra hircus (goat),Data-independent acquisition,False,False
PXD026685,34289347.0,PMC8383344,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD000375,24319056.0,PMC3916656,9,Saccharomyces cerevisiae (baker's yeast),Bottom-up proteomics,False,False
PXD009159,32444788.0,PMC7244511,9,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD019342,33749590.0,PMC7984842,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD021003,34188089.0,PMC8241873,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD028575,34978130.0,PMC9303578,9,Eubacterium maltosivorans,Shotgun proteomics,False,False
PXD006792,29627459.0,PMC5963539,9,Mus musculus (mouse),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD006754,28724806.0,PMC5518566,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD015386,31689240.0,PMC6975270,9,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics,False,False
PXD009362,30289745.0,PMC6337024,9,Equus caballus (horse),Shotgun proteomics,False,False
PXD032143,35456987.0,PMC9029583,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD050748,40336300.0,PMC12059215,9,Mus musculus (mouse),Data-dependent acquisition,False,False
PXD034892,36412553.0,PMC9793978,9,Escherichia coli; Homo sapiens (human),Gel-based experiment,False,False
PXD011415,31219034.0,PMC6677536,9,Drosophila melanogaster (fruit fly),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD015162,31535972.0,PMC6791687,9,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD015313,31586061.0,PMC6778148,9,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD015216,31937588.0,PMC7039550,9,Homo sapiens (human),Top-down proteomics,False,False
PXD052809,39201682.0,PMC11354330,9,Homo sapiens (human),Data-dependent acquisition,False,False
PXD015739,32850772.0,PMC7405422,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD027854,35198895.0,PMC8850796,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD004987,27841354.0,PMC5107900,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD001013,24997994.0,PMC4288246,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD001015,24997994.0,PMC4288246,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD016524,35251919.0,PMC8896986,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD069183,41408047.0,PMC12827272,9,Mammalian orthoreovirus 3 dearing; Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD009652,29739851.0,PMC6028968,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD050618,38585916.0,PMC10996472,9,Homo sapiens (human),Data-dependent acquisition,False,False
PXD019958,33177493.0,PMC7658233,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD003803,27311020.0,PMC4911124,9,Macaca fascicularis (crab-eating macaque) (cynomolgus monkey); Unidentified influenza a virus (h1n1),Shotgun proteomics,False,False
PXD006064,29062869.0,PMC5645486,9,Glycine max,Shotgun proteomics,False,False
PXD037623,38052926.0,PMC10698010,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD001012,24997994.0,PMC4288246,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD030933,36427398.0,PMC9692040,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD050785,38795036.0,PMC11412154,9,Homo sapiens (human),Affinity proteomics; Bottom-up proteomics; Data-dependent acquisition,False,False
PXD023247,38818226.0,PMC10989961,9,Desulfovibrio marinus,Shotgun proteomics,False,False
PXD003120,26588988.0,PMC4691886,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD004107,23541715.0,PMC3714596,9,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD017147,34907175.0,PMC8671594,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD025770,34795242.0,PMC8602650,9,Mus musculus (mouse),Top-down proteomics,False,False
PXD004103,28927264.0,PMC5638770,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD060379,40269061.0,PMC12019328,9,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD009710,30250475.0,PMC6139375,9,Hordeum vulgare (barley),Shotgun proteomics,False,False
PXD047499,38195637.0,PMC10776854,9,Homo sapiens (human),Bottom-up proteomics,False,False
PXD010019,30102515.0,PMC6300314,9,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD036228,36389143.0,PMC9650183,9,Entamoeba histolytica hm-1:imss-a; Homo sapiens (human),Gel-based experiment,False,False
PXD039067,36791206.0,PMC10394757,9,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD016241,32293251.0,PMC7092591,9,Mycobacterium smegmatis; Bacteria,Shotgun proteomics,False,False
PXD014802,31533340.0,PMC6770535,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD045768,38840842.0,PMC11152682,9,Homo sapiens (human),Shotgun proteomics,False,False
PXD045776,38840842.0,PMC11152682,9,Mus musculus (mouse),Shotgun proteomics,False,False
PXD015402,31540324.0,PMC6769930,9,Mesocricetus auratus (golden hamster); Homo sapiens (human),Shotgun proteomics,False,False
PXD065980,41799191.0,PMC12964225,9,Rattus norvegicus (rat),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD014821,32025030.0,PMC7170718,10,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD039763,36984805.0,PMC10059658,10,Canis familiaris (dog) (canis lupus familiaris),Shotgun proteomics,False,False
PXD039765,36984805.0,PMC10059658,10,Canis familiaris (dog) (canis lupus familiaris),SWATH MS,False,False
PXD014591,34704828.0,PMC8549751,10,Olavius algarvensis gamma 3 endosymbiont; Olavius algarvensis sulfate-reducing endosymbiont; Olavius algarvensis spirochete endosymbiont; Olavius algarvensis; Olavius algarvensis delta 1 endosymbiont; Olavius algarvensis delta 4 endosymbiont; Olavius algarvensis gamma 1 endosymbiont; Spirochaeta sp. elba; Chromatiales bacterium oalggamma1,Shotgun proteomics,False,False
PXD061915,40247443.0,PMC12159583,10,Canis familiaris (dog) (canis lupus familiaris); Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD035894,36119614.0,PMC9478169,10,Acyrthosiphon pisum (pea aphid),Shotgun proteomics,False,False
PXD008868,29531219.0,PMC5847541,10,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD035020,36158190.0,PMC9500548,10,Mus musculus (mouse),Shotgun proteomics,False,False
PXD038203,37463068.0,PMC10726702,10,Homo sapiens (human),Shotgun proteomics,False,False
PXD045488,37993102.0,PMC10755494,10,Fasciola hepatica (liver fluke),Shotgun proteomics,False,False
PXD009747,29858227.0,PMC6028035,10,Homo sapiens (human),Gel-based experiment,False,False
PXD035623,38156797.0,PMC10761087,10,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics,False,False
PXD017103,32102473.0,PMC7073221,10,Hordeum vulgare (barley),Shotgun proteomics,False,False
PXD009780,30836961.0,PMC6402158,10,Homo sapiens (human),Shotgun proteomics,False,False
PXD016867,32134928.0,PMC7058290,10,Candida glabrata (yeast) (torulopsis glabrata),Shotgun proteomics,False,False
PXD015278,31619517.0,PMC6873168,10,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD023788,34634997.0,PMC8923072,10,Mycobacterium tuberculosis h37rv,Shotgun proteomics,False,False
PXD036773,36465351.0,PMC9709115,10,Homo sapiens (human),Shotgun proteomics,False,False
PXD033916,36632964.0,PMC9827737,10,Cercopithecus aethiops (green monkey) (grivet),Shotgun proteomics,False,False
PXD013092,30867229.0,PMC6553932,10,Mus musculus (mouse),Shotgun proteomics,False,False
PXD020270,36567215.0,PMC9868663,10,Homo sapiens (human),Shotgun proteomics; Gel-based experiment,False,False
PXD009180,29674963.0,PMC5895701,10,Mus musculus (mouse),Shotgun proteomics,False,False
PXD057031,41321591.0,PMC12661371,10,Turnera scabra,Top-down proteomics,False,False
PXD010126,31178895.0,PMC6544118,10,Escherichia coli,SWATH MS,False,False
PXD028303,34637398.0,PMC8544341,10,Homo sapiens (human),Top-down proteomics,False,False
PXD035174,38332513.0,PMC10853572,10,Homo sapiens (human),SWATH MS; SRM/MRM; mass spectrometry imaging; Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD047823,38612495.0,PMC11011353,10,Homo sapiens (human),Data-dependent acquisition,False,False
PXD023057,33442901.0,PMC8942723,10,Homo sapiens (human),Shotgun proteomics,False,False
PXD044422,37820732.0,PMC7616792,10,Xenopus laevis (african clawed frog),Shotgun proteomics; Gel-based experiment,False,False
PXD031079,35359966.0,PMC8963920,10,Mus musculus (mouse),Shotgun proteomics,False,False
PXD008993,29784925.0,PMC5962567,10,Danio rerio (zebrafish) (brachydanio rerio),Shotgun proteomics,False,False
PXD020187,32785189.0,PMC7460081,10,Homo sapiens (human),Shotgun proteomics,False,False
PXD022892,40865802.0,PMC12482308,10,Eriocheir sinensis (chinese mitten crab),Shotgun proteomics,False,False
PXD025585,34071747.0,PMC8226871,10,Homo sapiens (human),SRM/MRM; Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD050258,38806671.0,PMC11222154,10,Mycobacterium tuberculosis ofxr-32,Data-dependent acquisition,False,False
PXD017285,33060738.0,PMC7566599,10,Homo sapiens (human),Shotgun proteomics,False,False
PXD042117,39287399.0,PMC11497785,10,Monascus purpureus,Shotgun proteomics,False,False
PXD066652,40865000.0,PMC12501941,10,Homo sapiens (human); Mus musculus (mouse),Data-independent acquisition; Bottom-up proteomics,False,False
PXD010177,30139799.0,PMC6239180,10,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD011860,30691071.0,PMC6409545,10,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD049987,39043630.0,PMC11266655,10,Mus musculus (mouse),Affinity proteomics,False,False
PXD048839,38390966.0,PMC10885119,10,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD002227,26047021.0,PMC4456939,10,Mus musculus (mouse),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD011850,30898438.0,PMC6509287,10,Homo sapiens (human),Shotgun proteomics,False,False
PXD048840,38390966.0,PMC10885119,10,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD007042,30703164.0,PMC6355032,10,Plasmodium yoelii yoelii 17xnl,Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD007087,29109154.0,PMC5709732,10,Escherichia coli,Shotgun proteomics,False,False
PXD037233,36658340.0,PMC10421741,10,Mycoplasma pneumoniae (strain atcc 29342 / m129),Shotgun proteomics,False,False
PXD016838,32843637.0,PMC7447803,10,Caenorhabditis elegans,Affinity purification coupled with mass spectrometry proteomics,False,False
PXD050006,39562141.0,PMC11576475,10,Homo sapiens (human),SRM/MRM,False,False
PXD014370,32737216.0,PMC7664124,10,Homo sapiens (human),Shotgun proteomics,False,False
PXD047534,38536665.0,PMC10970200,10,Streptomyces sp. pu10,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD050435,38956103.0,PMC11219949,10,Chlamydomonas reinhardtii,Data-dependent acquisition,False,False
PXD000655,25038066.0,PMC4223498,10,Homo sapiens (human),Bottom-up proteomics,False,False
PXD000656,25038066.0,PMC4223498,10,Homo sapiens (human),Bottom-up proteomics,False,False
PXD061842,41009554.0,PMC12470040,10,Klebsiella pneumoniae,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD027323,34283812.0,PMC8409991,10,Homo sapiens (human),Shotgun proteomics,False,False
PXD016040,31920518.0,PMC6928102,10,Mus musculus (mouse),Shotgun proteomics,False,False
PXD049711,38535660.0,PMC10976171,10,Environmental samples <bacteria,Top-down proteomics,False,False
PXD029417,34944965.0,PMC8699254,10,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD047400,40377206.0,PMC12084008,10,Homo sapiens (human),Bottom-up proteomics,False,False
PXD016265,32079362.0,PMC7072564,10,Mus musculus (mouse),Shotgun proteomics,False,False
PXD017265,32043875.0,PMC7543059,10,Escherichia coli,Top-down proteomics,False,False
PXD070378,41501183.0,PMC12878585,10,Homo sapiens (human),Bottom-up proteomics,False,False
PXD018192,32483281.0,PMC7264250,10,Clematis chinensis,Shotgun proteomics,False,False
PXD011878,31196865.0,PMC6672052,10,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics; Gel-based experiment,False,False
PXD042731,38530058.0,PMC11064533,10,Escherichia coli,Shotgun proteomics,False,False
