accession,pubmed_id,pmc_id,raw_file_count,organism,experiment_types,Reannotated,Reannotation_QC
PXD043180,38513256.0,PMC11020310,30,Synechococcus sp. wh 8012; Bacteria,Shotgun proteomics,False,False
PXD003660,26929352.0,PMC4801278,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD019314,35313982.0,PMC8935821,30,Echinococcus ortleppi; Echinococcus granulosus,Shotgun proteomics,False,False
PXD027615,35151693.0,PMC8914384,30,Homo sapiens (human),Gel-based experiment,False,False
PXD003272,27376153.0,PMC4927096,30,Bacillus subtilis subsp. subtilis str. 168,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD048934,38786019.0,PMC11119164,30,Homo sapiens (human),Data-dependent acquisition,False,False
PXD004192,28399410.0,PMC5389883,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD024279,33996800.0,PMC8118649,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD001725,25874936.0,PMC4395420,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD039410,37611092.0,PMC10446492,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD019512,33753415.0,PMC8316143,30,Homo sapiens (human),Top-down proteomics,False,False
PXD030122,35247383.0,PMC9006659,30,Caenorhabditis elegans,Affinity purification coupled with mass spectrometry proteomics,False,False
PXD032280,36430609.0,PMC9698706,30,Bacteria; Bos taurus (bovine),Shotgun proteomics,False,False
PXD031276,36139350.0,PMC9496733,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD033713,35976251.0,PMC9436416,30,Toxoplasma gondii rh,Shotgun proteomics,False,False
PXD054497,39257804.0,PMC11383994,30,Mus musculus (mouse),SRM/MRM; Bottom-up proteomics; Data-dependent acquisition,False,False
PXD029284,36255300.0,PMC9784762,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD029998,38200699.0,PMC11007280,30,Anoplocephala perfoliata,Shotgun proteomics; Gel-based experiment,False,False
PXD047013,38427176.0,PMC10907483,30,Desulfofundulus sp. tposr,Bottom-up proteomics,False,False
PXD017747,32277127.0,PMC7148315,30,Dreissena polymorpha,Shotgun proteomics,False,False
PXD041573,37169754.0,PMC10175282,30,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD017487,35732120.0,PMC9638004,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD010922,31488564.0,PMC6803366,30,Danio rerio (zebrafish) (brachydanio rerio),mass spectrometry imaging,False,False
PXD033546,36190452.0,PMC10612128,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD004065,27233093.0,PMC5082522,30,Pseudomonas putida (strain bird-1),Gel-based experiment,False,False
PXD014466,32200115.0,PMC7334825,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD043214,38654040.0,PMC11039727,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD024727,36548062.0,PMC9927945,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD024551,33921066.0,PMC8071449,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD018173,33436375.0,PMC8105904,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD060027,41233923.0,PMC12616997,30,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD004984,28087593.0,PMC5393397,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD006216,29090099.0,PMC5661608,30,Mus musculus (mouse),Gel-based experiment,False,False
PXD045865,38759377.0,PMC11127537,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD028280,35104145.0,PMC8981310,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD002847,27087653.0,PMC5083106,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD032958,35642785.0,PMC9259034,30,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD021533,33406257.0,PMC7897491,30,Trypanosoma brucei,Gel-based experiment,False,False
PXD055230,39772686.0,PMC11708889,30,Human alphaherpesvirus 1; Homo sapiens (human); Human cytomegalovirus (hhv-5) (human herpesvirus 5),Data-independent acquisition; Bottom-up proteomics; Data-dependent acquisition,False,False
PXD056300,39402324.0,PMC11589118,30,Homo sapiens (human),Data-dependent acquisition,False,False
PXD001164,26928226.0,PMC5912259,30,Danio rerio (zebrafish) (brachydanio rerio),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD020908,33536073.0,PMC7860046,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD008459,29666159.0,PMC6030721,30,Homo sapiens (human),Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD029283,35162991.0,PMC8835298,30,Plasmodium berghei anka; Mus musculus (mouse),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD062888,41053051.0,PMC12501233,30,Homo sapiens (human),Bottom-up proteomics,False,False
PXD027870,36506101.0,PMC9729784,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD027572,34357131.0,PMC8306523,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD011492,27807068.0,PMC5219919,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD000385,23394617.0,PMC3626793,30,Homo sapiens (human),Bottom-up proteomics,False,False
PXD000594,24763256.0,PMC3998921,30,Glossina morsitans,Bottom-up proteomics,False,False
PXD006408,29784807.0,PMC6003357,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD063546,41565682.0,PMC12909986,30,Mus musculus (mouse),Data-independent acquisition; Bottom-up proteomics,False,False
PXD018223,32956847.0,PMC7560164,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD027471,35163596.0,PMC8836212,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD000313,24058531.0,PMC3776822,30,Oryza sativa (rice),Bottom-up proteomics,False,False
PXD000312,24224561.0,PMC4167842,30,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD009564,30792016.0,PMC6437638,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD016786,33762013.0,PMC7992965,30,Lentibacter algarum,Shotgun proteomics,False,False
PXD021505,35662409.0,PMC9240326,30,Mycobacterium smegmatis (strain atcc 700084 / mc(2)155); Bacteria,Shotgun proteomics,False,False
PXD020279,34000623.0,PMC8120108,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD018044,32636248.0,PMC7343991,30,Candida albicans (yeast),Shotgun proteomics,False,False
PXD018226,32466393.0,PMC7352284,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD065760,41053170.0,PMC12501029,30,Homo sapiens (human),Bottom-up proteomics,False,False
PXD016015,31685606.0,PMC6883785,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD060435,41317904.0,PMC12800698,30,Mus musculus (mouse),Data-dependent acquisition,False,False
PXD016481,34250561.0,PMC8273045,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD053767,40001617.0,PMC11851894,30,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD029963,35127876.0,PMC8811128,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD029576,35172013.0,PMC9216044,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD033646,35892672.0,PMC9331517,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD042047,38383455.0,PMC10881836,30,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD041520,37298676.0,PMC10253404,30,Rudbeckia hirta; Tagetes erecta,Affinity purification coupled with mass spectrometry proteomics,False,False
PXD000115,24965446.0,PMC4178888,30,Homo sapiens (human),Bottom-up proteomics,False,False
PXD066426,40654815.0,PMC12247652,30,Homo sapiens (human),Glycoproteomics,False,False
PXD020354,33376242.0,PMC7772338,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD005736,28916735.0,PMC5635889,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD039463,37139603.0,PMC10236150,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD067178,41057874.0,PMC12502297,30,Homo sapiens (human),Gel-based experiment,False,False
PXD068424,41080604.0,PMC12507630,30,Homo sapiens (human),Data-dependent acquisition,False,False
PXD021285,33613873.0,PMC7876545,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD026703,35309488.0,PMC8928495,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD002839,27067055.0,PMC5083085,30,Homo sapiens (human),Top-down proteomics,False,False
PXD026125,35084980.0,PMC9097315,30,Homo sapiens (human),Top-down proteomics,False,False
PXD027230,35363528.0,PMC10938577,30,Caenorhabditis elegans,Shotgun proteomics,False,False
PXD010378,34955646.0,PMC8694403,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD041677,40678584.0,PMC12269532,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD040724,37020951.0,PMC10067770,30,Caenorhabditis elegans,Shotgun proteomics,False,False
PXD038661,37028429.0,PMC10156175,30,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD003827,27233093.0,PMC5082522,30,Pseudomonas fluorescens (strain sbw25),Gel-based experiment,False,False
PXD030951,35205118.0,PMC8869651,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD003075,26948580.0,PMC4780148,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD035412,37391046.0,PMC10412848,30,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics,False,False
PXD019636,34921643.0,PMC8684572,30,Apostasia shenzhenica,Top-down proteomics,False,False
PXD020330,34623918.0,PMC8500512,30,Homo sapiens (human),MSE,False,False
PXD043901,38660744.0,PMC11671166,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD064012,41711633.0,PMC12919372,30,Mus musculus (mouse),Data-dependent acquisition,False,False
PXD069879,41807579.0,PMC12979827,30,Rattus norvegicus (rat),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD001374,26278961.0,PMC4642524,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD072456,41771837.0,PMC12953643,30,Homo sapiens (human); Mus musculus (mouse),Data-independent acquisition; Bottom-up proteomics; Data-dependent acquisition,False,False
PXD005935,28467828.0,PMC5903850,30,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD060148,41023975.0,PMC12482395,30,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD000624,25080971.0,PMC4422302,30,Homo sapiens (human),Bottom-up proteomics,False,False
PXD014187,31662437.0,PMC6916480,30,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD006484,20615873.0,PMC2937956,30,Rattus norvegicus (rat),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD012814,32774361.0,PMC7396117,30,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD023862,33930553.0,PMC8259054,30,Homo sapiens (human),Gel-based experiment,False,False
PXD009018,30459284.0,PMC6684240,30,Homo sapiens (human),Gel-based experiment,False,False
PXD036716,36922348.0,PMC10413441,30,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD005648,31712686.0,PMC6848178,30,Andrias davidianus,Shotgun proteomics,False,False
PXD038811,37011861.0,PMC10193241,30,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD002024,27357474.0,PMC4928046,30,Methanohalophilus,Shotgun proteomics,False,False
PXD030404,34944947.0,PMC8699236,30,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD038196,38707804.0,PMC11068965,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD016846,32094587.0,PMC7104380,30,Toxoplasma gondii pru; Toxoplasma gondii rh,Affinity purification coupled with mass spectrometry proteomics,False,False
PXD037933,38342409.0,PMC10943070,30,Canis familiaris (dog) (canis lupus familiaris),Shotgun proteomics,False,False
PXD015957,32060274.0,PMC7021791,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD009626,30714903.0,PMC6391073,30,Synechocystis sp.,Shotgun proteomics,False,False
PXD042341,37963875.0,PMC10646096,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD012627,31031198.0,PMC6547162,30,Saccharomyces cerevisiae (baker's yeast),Shotgun proteomics,False,False
PXD014505,31555227.0,PMC6742703,30,Saccharomyces cerevisiae (baker's yeast); Escherichia coli; Bacillus subtilis subsp. spizizenii atcc 6633,Shotgun proteomics,False,False
PXD037360,36422574.0,PMC10964180,30,Homo sapiens (human),SWATH MS,False,False
PXD013010,32341360.0,PMC7184758,30,Human herpesvirus 1 (strain 17) (hhv-1) (human herpes simplex virus 1); Homo sapiens (human),Shotgun proteomics,False,False
PXD033166,36553735.0,PMC9778155,30,Arachis hypogaea (peanut),Shotgun proteomics; Gel-based experiment,False,False
PXD005026,28847004.0,PMC5590728,30,Drosophila melanogaster (fruit fly),Shotgun proteomics; Gel-based experiment,False,False
PXD026020,35073946.0,PMC8785526,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD018041,32647375.0,PMC7347935,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD017832,32625174.0,PMC7313396,30,Campylobacter jejuni,Shotgun proteomics,False,False
PXD005650,28634120.0,PMC5542054,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD047862,38238893.0,PMC11486469,30,Mycobacterium abscessus (strain atcc 19977 / dsm 44196 / cip 104536 / jcm 13569 / nctc 13031 / tmc 1543),Shotgun proteomics,False,False
PXD002895,28634120.0,PMC5542054,30,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD053175,39937911.0,PMC11817944,30,Homo sapiens (human),Gel-based experiment; Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition,False,False
PXD005343,28630322.0,PMC5502601,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD000461,24201379.0,PMC3821016,30,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD019736,33178156.0,PMC7596347,30,Candida albicans (yeast),Top-down proteomics,False,False
PXD025778,34543857.0,PMC8453219,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD024763,35736244.0,PMC9303266,30,Caenorhabditis elegans,Affinity purification coupled with mass spectrometry proteomics,False,False
PXD021710,33991406.0,PMC8653767,30,Macaca mulatta (rhesus macaque); Homo sapiens (human),Shotgun proteomics,False,False
PXD018430,32602849.0,PMC7377841,30,Homo sapiens (human),SWATH MS; MSE,False,False
PXD024685,36758124.0,PMC10125653,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD010601,30503751.0,PMC6302147,30,Mus musculus (mouse),Shotgun proteomics; Gel-based experiment,False,False
PXD041282,37892149.0,PMC10604390,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD031362,36416264.0,PMC9757061,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD021735,34383630.0,PMC8366672,30,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD012927,32572027.0,PMC7308313,30,Homo sapiens (human),Gel-based experiment,False,False
PXD012565,30979792.0,PMC6461034,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD056345,39392299.0,PMC11622235,30,Escherichia coli,Data-dependent acquisition,False,False
PXD048388,41436524.0,PMC12738762,30,Homo sapiens (human),Data-independent acquisition,False,False
PXD023626,35973030.0,PMC9528501,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD007646,29028822.0,PMC5640239,30,Equus caballus (horse),SRM/MRM; Shotgun proteomics,False,False
PXD056957,40211380.0,PMC11987405,30,Homo sapiens (human),Top-down proteomics,False,False
PXD047498,38688559.0,PMC11251521,30,Escherichia coli,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD042762,37423302.0,PMC10407747,30,Homo sapiens (human),Gel-based experiment,False,False
PXD034246,35681748.0,PMC9179525,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD010659,27897233.0,PMC5126699,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD014524,32258910.0,PMC7114614,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD046383,39765814.0,PMC11673262,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD028975,35716062.0,PMC9206229,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD000861,28290473.0,PMC5349541,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD038958,37462741.0,PMC10676637,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD026092,34073568.0,PMC8229282,30,Ehrlichia ruminantium str. gardel; Bos taurus (bovine),Shotgun proteomics,False,False
PXD023441,34253290.0,PMC8277355,30,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD053296,39801257.0,PMC11999879,30,Homo sapiens (human),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD006595,29358340.0,PMC5880100,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD006513,28820483.0,PMC5620539,30,Arabidopsis thaliana (mouse-ear cress),Shotgun proteomics,False,False
PXD020124,32860158.0,PMC7541385,30,Mus musculus (mouse),Shotgun proteomics,False,False
PXD005075,26743025.0,PMC4705526,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD065863,41070140.0,PMC12506587,30,Cryptococcus gattii vgii r265; Cryptococcus neoformans var. neoformans jec21,Bottom-up proteomics,False,False
PXD030711,35544339.0,PMC9671082,30,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD020939,33128234.0,PMC7756589,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD038074,37287445.0,PMC10243938,30,Solanum lycopersicum,Shotgun proteomics,False,False
PXD016396,31801253.0,PMC6953079,30,Sus scrofa domesticus (domestic pig),Shotgun proteomics,False,False
PXD033065,35604151.0,PMC9186302,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD011329,30786936.0,PMC6381748,30,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD041535,37962003.0,PMC10644326,30,Homo sapiens (human),Shotgun proteomics,False,False
PXD003450,27602567.0,PMC5014347,31,Anopheles culicifacies a,Shotgun proteomics; Gel-based experiment,False,False
PXD015168,31801073.0,PMC6936959,31,Human immunodeficiency virus 1; Homo sapiens,Shotgun proteomics,False,False
PXD036290,36376306.0,PMC9663586,31,Mycoplasma capricolum subsp. capricolum; Bacteria; Spiroplasma citri,Shotgun proteomics,False,False
PXD007252,30283130.0,PMC6170429,31,Rat gut metagenome,Shotgun proteomics,False,False
PXD058653,40562609.0,PMC12278414,31,Homo sapiens (human),SRM/MRM,False,False
PXD007103,29961565.0,PMC6251761,31,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD032297,35645376.0,PMC9149908,31,Homo sapiens (human),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD028109,35014847.0,PMC8830406,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD039652,37591507.0,PMC10631804,31,Equus caballus (horse),Shotgun proteomics,False,False
PXD029561,35095875.0,PMC8793282,31,Sus scrofa domesticus (domestic pig),Shotgun proteomics,False,False
PXD011987,31110225.0,PMC6527583,31,Schizosaccharomyces pombe 927,Shotgun proteomics,False,False
PXD062822,41269005.0,PMC12687312,31,Homo sapiens (human),Top-down proteomics; Data-independent acquisition,False,False
PXD020085,36973478.0,PMC10042875,31,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD038996,41666265.0,PMC12924454,31,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD023546,34599227.0,PMC8486794,31,Mus musculus (mouse),Shotgun proteomics,False,False
PXD024012,36291628.0,PMC9599828,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD020773,38448585.0,PMC10954555,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD028604,35145494.0,PMC8822148,31,Staphylococcus aureus,Shotgun proteomics,False,False
PXD015884,32546533.0,PMC7375482,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD053787,39733107.0,PMC11682172,31,Homo sapiens (human),Bottom-up proteomics,False,False
PXD020974,33128234.0,PMC7756589,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD048896,39699961.0,PMC11948581,31,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD028477,36517492.0,PMC9751131,31,Mycobacterium tuberculosis; Homo sapiens (human); Mycobacterium tuberculosis h37rv,Shotgun proteomics,False,False
PXD004671,28877454.0,PMC5627977,31,Mus musculus (mouse),Shotgun proteomics,False,False
PXD067840,41264199.0,PMC12634934,31,Homo sapiens (human),Data-dependent acquisition,False,False
PXD042302,37325559.0,PMC10262054,31,Mus musculus (mouse),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD046039,39018246.0,PMC11403584,31,Homo sapiens (human),All-ion fragmentation; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD003501,27369081.0,PMC5016190,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD006139,29133594.0,PMC5805620,31,Homo sapiens (human); Mus musculus (mouse),Shotgun proteomics,False,False
PXD011852,31285264.0,PMC6802522,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD002987,26560067.0,PMC4813705,31,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD046712,39207859.0,PMC11473152,31,Homo sapiens (human); Mus musculus (mouse),Immunopeptidomics,False,False
PXD012877,31681351.0,PMC6798084,31,Solanum lycopersicum,Shotgun proteomics,False,False
PXD034089,37017001.0,PMC10315267,31,Arabidopsis thaliana (mouse-ear cress),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD022754,35731890.0,PMC7612983,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD026971,35631111.0,PMC9145396,31,Filifactor alocis,Shotgun proteomics,False,False
PXD013775,32681005.0,PMC7367873,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD006747,28927269.0,PMC5695045,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD002951,26764012.0,PMC4824864,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD008648,31320637.0,PMC6639357,31,Homo sapiens (human),Shotgun proteomics,False,False
PXD006045,29030485.0,PMC5666616,31,Toxoplasma gondii; Toxoplasma gondii,Shotgun proteomics,False,False
PXD006622,28864826.0,PMC5581337,32,Rattus norvegicus (rat),Shotgun proteomics; Gel-based experiment,False,False
PXD006762,29844191.0,PMC6004456,32,Chlamydomonas reinhardtii; Nitrososphaera viennensis; Bacteria,Shotgun proteomics,False,False
PXD045119,37821447.0,PMC10567911,32,Homo sapiens (human),Shotgun proteomics; Gel-based experiment,False,False
PXD000052,23820730.0,PMC3790297,32,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD035883,36203576.0,PMC9531259,32,Mus musculus (mouse),Shotgun proteomics,False,False
PXD059011,40889681.0,PMC12495326,32,Homo sapiens (human),Bottom-up proteomics,False,False
PXD040167,37587231.0,PMC10501899,32,Mus musculus (mouse),SWATH MS,False,False
PXD014639,31636417.0,PMC6881184,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD031802,36924840.0,PMC10014125,32,Eukaryota (eucaryotes); Homo sapiens (human); Archaea; Viruses,Shotgun proteomics,False,False
PXD016415,32544089.0,PMC7453909,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD018855,32572268.0,PMC7603860,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD030180,35454872.0,PMC9027648,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD033642,35976251.0,PMC9436416,32,Toxoplasma gondii rh,Shotgun proteomics,False,False
PXD034564,36082605.0,PMC9459415,32,Mus musculus (mouse),Shotgun proteomics,False,False
PXD021131,33273015.0,PMC7857493,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD025239,34244494.0,PMC8270969,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD054929,40286851.0,PMC12152626,32,Burkholderia cenocepacia k56-2valvano,Bottom-up proteomics,False,False
PXD059283,40286851.0,PMC12152626,32,Burkholderia cenocepacia,Bottom-up proteomics,False,False
PXD063995,40885482.0,PMC12506516,32,Mus musculus (mouse),Bottom-up proteomics; Data-dependent acquisition; Glycoproteomics,False,False
PXD060809,41070926.0,PMC12513134,32,Agrostis stolonifera,Bottom-up proteomics; Data-dependent acquisition,False,False
PXD034456,36014793.0,PMC9413627,32,Rattus norvegicus (rat),Shotgun proteomics,False,False
PXD015403,32019799.0,PMC7002345,32,Aliivibrio fischeri,Shotgun proteomics,False,False
PXD003527,27343061.0,PMC4919841,32,Mouse gut metagenome,Shotgun proteomics,False,False
PXD042014,38387774.0,PMC10957501,32,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD026148,35084980.0,PMC9097315,32,Homo sapiens (human),Top-down proteomics,False,False
PXD062128,41399158.0,PMC12706120,32,Mus musculus (mouse),Bottom-up proteomics; Data-dependent acquisition,False,False
PXD061405,41031396.0,PMC12533503,32,Homo sapiens (human),Data-independent acquisition,False,False
PXD022054,33959357.0,PMC8074970,32,Apis mellifera (honeybee); Pisum sativum (garden pea); Homo sapiens (human); Ovis aries; Vicia faba,Shotgun proteomics,False,False
PXD048017,38696595.0,PMC11484494,32,Homo sapiens (human),Bottom-up proteomics,False,False
PXD031047,35849344.0,PMC9371908,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD030864,36239373.0,PMC9629834,32,Mus musculus (mouse),Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD043580,38942927.0,PMC11358022,32,Homo sapiens (human),Top-down proteomics,False,False
PXD023719,34436504.0,PMC8400780,32,Homo sapiens (human),SRM/MRM,False,False
PXD011909,31652310.0,PMC6991621,32,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD012143,31075098.0,PMC6530879,32,Plasmodium falciparum (isolate 3d7); Homo sapiens (human),Shotgun proteomics,False,False
PXD046843,39004727.0,PMC11247736,32,Mus musculus (mouse),Bottom-up proteomics,False,False
PXD026873,38766208.0,PMC11100838,32,Enterococcus phage vpe25; Enterococcus faecalis og1rf,Shotgun proteomics,False,False
PXD002771,26847502.0,PMC4742824,32,Bombyx mori (silk moth),Shotgun proteomics,False,False
PXD002796,28158262.0,PMC5291466,32,Mus musculus (mouse),Shotgun proteomics,False,False
PXD027664,34939086.0,PMC8966476,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD002431,27142507.0,PMC4857386,32,Rattus rattus (black rat),Shotgun proteomics,False,False
PXD060549,41237900.0,PMC12757477,32,Drosophila melanogaster (fruit fly),Bottom-up proteomics,False,False
PXD010155,30327431.0,PMC6295722,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD005639,28889977.0,PMC5659752,32,Leptopilina,Gel-based experiment,False,False
PXD016412,33501852.0,PMC8313652,32,Mus musculus (mouse),Shotgun proteomics,False,False
PXD022792,35171682.0,PMC8849276,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD057299,39747972.0,PMC11696309,32,Homo sapiens (human),Top-down proteomics,False,False
PXD048847,39271940.0,PMC11399395,32,Homo sapiens (human),Top-down proteomics,False,False
PXD009518,29844425.0,PMC5974087,32,Homo sapiens (human),Affinity purification coupled with mass spectrometry proteomics,False,False
PXD049384,39826549.0,PMC11890945,32,Escherichia coli; Bos taurus (bovine),Chemical cross-linking coupled with mass spectrometry proteomics,False,False
PXD029427,34935159.0,PMC8844991,32,Rattus norvegicus (rat); Mus musculus (mouse),Shotgun proteomics; Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,False,False
PXD017806,32376827.0,PMC7203109,32,Homo sapiens (human),Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics,False,False
PXD021554,34322075.0,PMC8312573,32,Homo sapiens (human),Shotgun proteomics,False,False
PXD046553,38295619.0,PMC10845918,32,Haemonchus contortus (barber pole worm),Bottom-up proteomics,False,False
PXD015045,32620774.0,PMC7335108,32,Akkermansia muciniphila atcc baa-835; Roseburia hominis a2-183; Roseburia inulinivorans dsm 16841,Shotgun proteomics,False,False
