accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,Reannotated,Reannotation_QC
PXD031987,35456925.0,PMC9028318,10,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD032143,35456987.0,PMC9029583,9,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD031710,35387987.0,PMC8987092,18,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD032668,35405922.0,PMC8997108,1,Cervus elaphus kansuensis,84700,SWATH MS; Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD031995,35454731.0,PMC9027284,60,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,False,False
PXD032674,35407122.0,PMC8997978,6,Gallus gallus (chicken),9031,SRM/MRM,CC BY,False,False
PXD032719,35454164.0,PMC9029684,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD031993,35440123.0,PMC9019042,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD032202,35517867.0,PMC9065473,21,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD032663,35508541.0,PMC9068915,0,Drosophila melanogaster (fruit fly),7227,MSE,CC BY,False,False
PXD032736,35512017.0,PMC9071164,0,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD032734,35480887.0,PMC9035643,10,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD031915,35409168.0,PMC8999052,48,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD032850,35547739.0,PMC9084888,11,Homo sapiens (human),9606,All-ion fragmentation,CC BY,False,False
PXD032962,35512017.0,PMC9071164,0,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD032749,35479629.0,PMC9037145,0,Macrophomina phaseolina ms6,1126212,Top-down proteomics,CC BY,False,False
PXD033376,35534502.0,PMC9085743,47,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD031540,35379800.0,PMC8980037,14,Escherichia coli,562,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD032745,35478954.0,PMC9035749,24,Naegleria fowleri; Naegleria gruberi,5763; 5762,Shotgun proteomics,CC BY,False,False
PXD032812,35456956.0,PMC9030103,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD033289,35513694.0,PMC9072346,24,Macaca mulatta (rhesus macaque),9544,Shotgun proteomics,CC BY,False,False
PXD029228,35293570.0,PMC8989518,30,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD032832,35468899.0,PMC9038780,0,Mus musculus (mouse),10090,SWATH MS,CC BY,False,False
PXD030644,35585066.0,PMC9117253,18,Homo sapiens (human),9606,All-ion fragmentation,CC BY,False,False
PXD027328,35585066.0,PMC9117253,192,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD027330,35585066.0,PMC9117253,152,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD022792,35171682.0,PMC8849276,32,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD031238,35584362.0,PMC9171897,192,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD029311,35579693.0,PMC9110936,33,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,False,False
PXD029252,35803948.0,PMC9270371,84,Escherichia coli,562,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD012981,35204508.0,PMC8870972,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD015607,35207752.0,PMC8880366,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD017174,34634997.0,PMC8923072,8,Mycobacterium tuberculosis; Mycobacterium tuberculosis complex,1773; 77643,Top-down proteomics,CC BY,False,False
PXD020271,35292711.0,PMC8924168,60,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD016655,35205837.0,PMC8870308,10,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD030697,35330912.0,PMC8940215,22,Gallus gallus (chicken),9031,Shotgun proteomics,CC BY,False,False
PXD017397,35300733.0,PMC8931969,8,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD027766,35580925.0,PMC9114951,60,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD017775,35179492.0,PMC8906807,18,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD017318,35273305.0,PMC8913810,15,Lactococcus lactis subsp. cremoris nz9000; Bacteria,746361; 2,Shotgun proteomics,CC BY,False,False
PXD018792,35330743.0,PMC8788781,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD030189,35273627.0,PMC8902505,60,Oryza sativa (rice); Escherichia coli,4530; 562,Shotgun proteomics,CC BY,False,False
PXD019314,35313982.0,PMC8935821,30,Echinococcus ortleppi; Echinococcus granulosus,446560; 6210,Shotgun proteomics,CC BY,False,False
PXD018791,35330743.0,PMC8788781,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD030403,35037038.0,PMC8860584,42,Homo sapiens (human),9606,Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD030753,35045565.0,PMC8891013,8,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD018885,35268023.0,PMC8912372,48,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD028269,35137163.0,PMC8887485,6,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD021019,35321351.0,PMC8935771,118,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC,False,False
PXD022499,35180840.0,PMC8855566,1,Gibberella zeae (strain ph-1 / atcc mya-4620 / fgsc 9075 / nrrl 31084) (wheat head blight fungus) (fusarium graminearum),229533,Shotgun proteomics,CC BY,False,False
PXD031014,35165282.0,PMC8844414,4,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment,CC BY,False,False
PXD029481,35251473.0,PMC8894020,0,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD029443,35274615.0,PMC8916772,0,Mus musculus (mouse),10090,Shotgun proteomics; HDMSE; MSE,CC BY,False,False
PXD024486,35309917.0,PMC8924303,48,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD024606,35301348.0,PMC8931077,5,Antheraea mylitta,34739,Top-down proteomics,CC BY,False,False
PXD024609,35171663.0,PMC8849296,6,Gemmatimonas phototrophica,1379270,Shotgun proteomics,CC BY-NC,False,False
PXD025273,35164671.0,PMC8903695,42,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,False,False
PXD025822,35215314.0,PMC8880557,6,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD025906,35326414.0,PMC8946006,15,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD026082,34923920.0,PMC8923069,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD026453,35104878.0,PMC8860587,0,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD030984,35242038.0,PMC8886144,6,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD028066,35215105.0,PMC8879466,16,Sus scrofa (pig),9823,Shotgun proteomics,CC BY,False,False
PXD011443,35256050.0,PMC8903835,86,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD028378,35330001.0,PMC8951767,0,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD020235,35330214.0,PMC8955720,23,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD021852,35327371.0,PMC8945687,66,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD021578,34893830.0,PMC8865013,8,Candida glabrata (yeast) (torulopsis glabrata),5478,Shotgun proteomics,CC BY-NC,False,False
PXD029519,35026224.0,PMC8888459,0,Saccharomyces cerevisiae (baker's yeast); Escherichia coli,4932; 562,Gel-based experiment,CC BY,False,False
PXD024328,35145090.0,PMC8831508,10,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD024610,35301348.0,PMC8931077,24,Antheraea pernyi; Bombyx mori (silk moth); Antheraea yamamai; Samia ricini; Antheraea assamensis; Antheraea mylitta,7119; 7091; 7121; 63990; 91021; 34739,Top-down proteomics,CC BY,False,False
PXD028924,35217627.0,PMC8892495,53,Drosophila melanogaster (fruit fly),7227,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD030443,35252146.0,PMC8894861,12,Physcomitrella,3217,Shotgun proteomics,CC BY,False,False
PXD029614,35051415.0,PMC8844688,4,Candida glabrata (yeast) (torulopsis glabrata),5478,Shotgun proteomics,CC BY,False,False
PXD025910,35246520.0,PMC8897400,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD027263,35203372.0,PMC8869966,8,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD026296,35279202.0,PMC8917742,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD029967,35328711.0,PMC8950232,0,Streptococcus pneumoniae; Staphylococcus aureus,1313; 1280,SWATH MS,CC BY,False,False
PXD030078,35252133.0,PMC8894670,6,Bacteria; Faecalibacterium prausnitzii a2-165,2; 411483,Shotgun proteomics,CC BY,False,False
PXD030288,35281567.0,PMC8907888,60,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD030306,35328696.0,PMC8955038,6,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD030414,35309998.0,PMC8927018,24,Euglena gracilis,3039,Shotgun proteomics,CC BY,False,False
PXD030951,35205118.0,PMC8869651,30,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD031002,35211474.0,PMC8861521,0,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD022113,35228537.0,PMC8885657,3,Lactobacillus,1578,Shotgun proteomics,CC BY,False,False
PXD029436,35324665.0,PMC8950585,3,Equus caballus (horse),9796,Shotgun proteomics,CC BY,False,False
PXD024329,35145090.0,PMC8831508,12,Arabidopsis thaliana (mouse-ear cress),3702,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD028903,35273922.0,PMC8902816,3,Plasmodium falciparum (isolate 3d7),36329,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD029644,35245040.0,PMC8928149,71,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD026505,35100428.0,PMC8860586,0,Streptomyces avidinii; Homo sapiens (human),1895; 9606,MSE,CC BY,False,False
PXD027061,35181733.0,PMC8857214,20,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,False,False
PXD029823,35309263.0,PMC8927852,1,Xylocopa violacea,135666,Shotgun proteomics,CC BY,False,False
PXD027729,35306933.0,PMC8942522,4,Trypanosoma brucei; Escherichia coli,5691; 562,Shotgun proteomics,CC BY-NC,False,False
PXD030054,35185952.0,PMC8854210,1,Arabidopsis thaliana (mouse-ear cress),3702,SRM/MRM; Gel-based experiment,CC BY,False,False
PXD029989,35330244.0,PMC8955754,22,Tremella,105767,SWATH MS,CC BY,False,False
PXD030781,35216100.0,PMC8878801,36,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD031088,35181339.0,PMC8931434,18,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD017365,33053346.0,PMC7567700,48,Human herpesvirus 8 strain rkshv.219; Homo sapiens (human),651668; 9606,Shotgun proteomics,CC BY,False,False
PXD032742,35531971.0,PMC9476630,50,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD031803,35269851.0,PMC8910624,6,Chlamydomonas reinhardtii,3055,Shotgun proteomics,CC BY,False,False
PXD031848,35328685.0,PMC8955990,0,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD030881,35335125.0,PMC8954867,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD030764,35328776.0,PMC8951603,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD031253,35203500.0,PMC8869147,0,Mus musculus (mouse),10090,SWATH MS,CC BY,False,False
PXD031159,35252115.0,PMC8894327,33,Escherichia coli; Homo sapiens (human),562; 9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD026316,35311472.0,PMC8942408,36,Oryza sativa subsp. japonica (rice),39947,Shotgun proteomics,CC BY,False,False
PXD030071,35222471.0,PMC8867174,6,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD030133,35222483.0,PMC8868939,10,Daucus carota subsp. sativus,79200,Shotgun proteomics,CC BY,False,False
PXD026200,34758083.0,PMC8890616,90,Hordeum vulgare (barley),4513,Shotgun proteomics,CC BY,False,False
PXD025716,35239002.0,PMC8894207,291,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD029629,35051415.0,PMC8844688,4,Candida glabrata (yeast) (torulopsis glabrata),5478,Shotgun proteomics,CC BY,False,False
PXD030548,35101446.0,PMC8892012,2,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD028944,34996345.0,PMC8903681,94,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD028885,34996345.0,PMC8903681,94,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD029258,35033534.0,PMC8867114,3,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD011790,35089808.0,PMC8917917,80,Mus musculus (mouse),10090,Top-down proteomics; Shotgun proteomics,CC BY,False,False
PXD023788,34634997.0,PMC8923072,10,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,CC BY,False,False
PXD028799,35119359.0,PMC8933007,48,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD029462,35204161.0,PMC8868067,16,Leishmania braziliensis,5660,Shotgun proteomics; Top-down proteomics,CC BY,False,False
PXD022723,35061544.0,PMC8782451,21,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY-NC,False,False
PXD005788,28945738.0,PMC5629033,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD024525,35306519.0,PMC8934364,242,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD027974,35478201.0,PMC9044724,0,Mus musculus (mouse),10090,Top-down proteomics,CC BY,False,False
PXD029845,35383147.0,PMC8983647,96,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD027602,35402263.0,PMC8987228,267,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD027795,35559678.0,PMC9106302,10,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD033380,35512366.0,PMC9132205,0,Antarctonemertes valida,1454941,Shotgun proteomics,CC BY,False,False
PXD002929,27114452.0,PMC4937518,276,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD033054,35699440.0,PMC9275234,6,Methanospirillum hungatei jf-1; Trichococcus sp. es5; Syntrophomonas wolfei subsp. wolfei str. goettingen g311,323259; 872292; 335541,Gel-based experiment,CC BY,False,False
PXD028992,35609998.0,PMC9178003,40,Homo sapiens (human),9606,Top-down proteomics,CC BY-NC,False,False
PXD023368,35610211.0,PMC9130240,12,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,False,False
PXD023414,35610211.0,PMC9130240,12,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,False,False
PXD023427,35610211.0,PMC9130240,24,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,False,False
PXD023408,35610211.0,PMC9130240,24,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,False,False
PXD033101,35692536.0,PMC9174990,32,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD030823,35517865.0,PMC9062000,6,Escherichia coli,562,Shotgun proteomics,CC BY,False,False
PXD033935,34599019.0,PMC8488729,167,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD032153,35790189.0,PMC9452294,14,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD029266,35584218.0,PMC9116610,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD032216,35326705.0,PMC8946512,3,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD030600,35323464.0,PMC8950537,1,Pseudoalteromonas flavipulchra ncimb 2033 = atcc baa-314,1315273,Shotgun proteomics,CC BY,False,False
PXD030182,35269949.0,PMC8911073,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD027149,35211260.0,PMC8790779,18,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD032784,35628173.0,PMC9141512,29,Spodoptera frugiperda; Homo sapiens (human),7108; 9606,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD031884,35491676.0,PMC9174883,8,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD030343,35919862.0,PMC9338924,48,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD026491,32485097.0,PMC7266499,226,Homo sapiens (human),9606,SWATH MS; Shotgun proteomics,CC BY,False,False
PXD033042,35709300.0,PMC9242489,8,Trypanosoma brucei,5691,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD033906,35750662.0,PMC9232559,42,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD030954,35634402.0,PMC9130755,40,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD027949,31777917.0,PMC6943135,468,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,False,False
PXD026273,35508993.0,PMC9065230,107,Homo sapiens (human),9606,SRM/MRM,CC BY,False,False
PXD032007,35948633.0,PMC9436779,96,Mus musculus (mouse),10090,Gel-based experiment,CC BY,False,False
PXD031711,35948633.0,PMC9436779,184,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD032958,35642785.0,PMC9259034,30,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD021983,34986323.0,PMC9033278,0,Mycobacterium tuberculosis eai/osdd271,1322343,HDMSE,CC BY,False,False
PXD032010,35641520.0,PMC9156758,9,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD030916,35606510.0,PMC9126979,0,Lactobacillus johnsonii; Lacticaseibacillus rhamnosus,33959; 47715,Shotgun proteomics,CC BY,False,False
PXD032013,35378131.0,PMC9112005,6,Ruminococcus bromii l2-63; Bacteria,657321; 2,Shotgun proteomics,CC BY,False,False
PXD031338,35536179.0,PMC9150124,4,Rattus norvegicus (rat); Homo sapiens (human),10116; 9606,Shotgun proteomics,CC BY,False,False
PXD015393,35563518.0,PMC9104152,6,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD018978,35590245.0,PMC9118679,20,Mycobacterium smegmatis (strain atcc 700084 / mc(2)155); Bacteria,246196; 2,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD031605,35563042.0,PMC9100117,2,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD020179,35650196.0,PMC9160004,20,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD018313,35585045.0,PMC9117268,10,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD030112,35592564.0,PMC9111532,1,Arabidopsis thaliana (mouse-ear cress),3702,SRM/MRM,CC BY,False,False
PXD028492,35589717.0,PMC9120070,6,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD032802,35619118.0,PMC9134609,0,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD028341,35635656.0,PMC9151573,0,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD028534,35489065.0,PMC9122599,18,Arabidopsis thaliana (mouse-ear cress),3702,Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD028539,35628842.0,PMC9143131,19,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD007971,35600399.0,PMC9119632,40,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD028715,35590248.0,PMC9118570,113,Homo sapiens (human),9606,SRM/MRM; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD023964,34264436.0,PMC8760362,8,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD023909,35502767.0,PMC9142831,45,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD022868,35563635.0,PMC9102229,40,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD031526,35610722.0,PMC9131557,0,Toxoplasma gondii,5811,Shotgun proteomics,CC BY,False,False
PXD029467,35618735.0,PMC9135720,8,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD028793,35589845.0,PMC9120474,48,Bubalus bubalis,89462,Shotgun proteomics,CC BY,False,False
PXD031707,35584224.0,PMC9116609,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,False,False
PXD028840,35640880.0,PMC9251759,28,Homo sapiens (human); Arabidopsis thaliana (mouse-ear cress),9606; 3702,Shotgun proteomics,CC BY,False,False
PXD030098,35592564.0,PMC9111532,1,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD024735,35643455.0,PMC9145147,20,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD033198,35562374.0,PMC9106661,4,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD023084,35638262.0,PMC9154743,78,Homo sapiens (human),9606,SWATH MS; Shotgun proteomics,CC BY,False,False
PXD026213,34599873.0,PMC8964833,75,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,CC BY,False,False
PXD030002,35564134.0,PMC9105884,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD026673,35614104.0,PMC9132906,9,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD027011,34937194.0,PMC8694153,9,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,CC BY,False,False
PXD029701,35489070.0,PMC9122528,0,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD027013,35600368.0,PMC9117621,24,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD026072,35625969.0,PMC9139596,21,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD027727,35472331.0,PMC9127577,4,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD030043,35640380.0,PMC9157258,9,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD027734,35635656.0,PMC9151573,19,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD023994,35594347.0,PMC9122331,288,Mus musculus (mouse),10090,Gel-based experiment,CC BY,False,False
PXD026981,35421590.0,PMC9112008,88,Bacillus subtilis subsp. subtilis str. 168; Escherichia coli; Staphylococcus aureus,224308; 562; 1280,Shotgun proteomics,CC BY,False,False
PXD027175,35577770.0,PMC9110368,54,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD027705,35587358.0,PMC9123286,137,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,False,False
PXD030727,35637971.0,PMC9134917,10,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD030966,35563714.0,PMC9101656,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD030937,35469920.0,PMC9136110,4,Homo sapiens (human),9606,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD026644,35559953.0,PMC9106177,0,Homo sapiens (human),9606,HDMSE,CC BY,False,False
PXD030695,35506705.0,PMC9118197,66,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD027778,35562408.0,PMC9106746,96,Chlamydomonas reinhardtii,3055,Shotgun proteomics,CC BY,False,False
PXD030733,35628418.0,PMC9146406,34,Danio rerio (zebrafish) (brachydanio rerio),7955,Shotgun proteomics,CC BY,False,False
PXD031252,35427647.0,PMC9118924,2,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD031111,35628782.0,PMC9144242,0,Pythium sp. pv so7,528135,Shotgun proteomics; Gel-based experiment,CC BY,False,False
PXD033124,35557941.0,PMC9086167,0,Homo sapiens (human),9606,Gel-based experiment,CC BY,False,False
PXD031236,35574073.0,PMC9096895,6,Citrus wilsonii,475932,Shotgun proteomics,CC BY,False,False
PXD031626,35630335.0,PMC9143289,0,Serratia plymuthica; Rahnella aquatilis,82996; 34038,Shotgun proteomics,CC BY,False,False
PXD031260,35632606.0,PMC9147370,20,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,False,False
PXD031934,35585086.0,PMC9117277,2,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False
PXD031352,35650544.0,PMC9158300,8,Oryza sativa (rice),4530,Shotgun proteomics,CC BY,False,False
PXD031381,35581222.0,PMC9114321,74,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False
PXD031607,35655564.0,PMC9093138,6,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD031891,35615594.0,PMC9124804,36,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False
PXD032131,35544574.0,PMC9094663,7,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD031985,35489072.0,PMC9122606,30,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY-NC,False,False
PXD032044,35563153.0,PMC9101871,44,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,False,False
PXD032001,35646067.0,PMC9136244,18,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD032302,35614983.0,PMC9125247,1,Homo sapiens (human),9606,mass spectrometry imaging; All-ion fragmentation,CC BY,False,False
PXD032314,35630784.0,PMC9144640,6,Oryza sativa (rice),4530,Shotgun proteomics,CC BY,False,False
PXD032164,35405095.0,PMC9118916,72,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,False,False
PXD032844,35563452.0,PMC9100080,54,Homo sapiens (human); Bos taurus (bovine),9606; 9913,SRM/MRM; Shotgun proteomics,CC BY,False,False
PXD032297,35645376.0,PMC9149908,31,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD032848,35551190.0,PMC9098493,6,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False
PXD032138,35487243.0,PMC9157009,28,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False
PXD032849,35551190.0,PMC9098493,18,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
PXD032049,35645373.0,PMC9149909,52,Escherichia coli,562,Shotgun proteomics,CC BY,False,False
PXD032769,35618718.0,PMC9135762,28,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False
